0	1
0.1	0.900317
0.2	0.802411
0.3	0.707731
0.4	0.617406
0.5	0.532281
0.6	0.452954
0.7	0.379809
0.8	0.31305
0.9	0.252728
1	0.198766
1.1	0.150989
1.2	0.10914
1.3	0.0729019
1.4	0.0419133
1.5	0.0157835
1.6	-0.00589533
1.7	-0.0235378
1.8	-0.0375563
1.9	-0.048354
2	-0.0563194
2.1	-0.0618217
2.2	-0.0652078
2.3	-0.0668001
2.4	-0.0668948
2.5	-0.0657619
2.6	-0.0636442
2.7	-0.0607586
2.8	-0.0572966
2.9	-0.0534253
3	-0.0492889
3.1	-0.0450103
3.2	-0.0406927
3.3	-0.0364214
3.4	-0.0322653
3.5	-0.0282786
3.6	-0.0245028
3.7	-0.0209681
3.8	-0.0176946
3.9	-0.0146943
4	-0.0119719
4.1	-0.00952641
4.2	-0.00735178
4.3	-0.0054383
4.4	-0.00377326
4.5	-0.00234175
4.6	-0.00112736
4.7	-0.000112698
4.8	0.000720078
4.9	0.00138887
5	0.00191129
5.1	0.00230443
5.2	0.0025846
5.3	0.00276721
5.4	0.00286664
5.5	0.00289617
5.6	0.00286794
5.7	0.00279292
5.8	0.00268096
5.9	0.00254078
6	0.00238003
6.1	0.00220535
6.2	0.00202242
6.3	0.00183605
6.4	0.00165024
6.5	0.00146825
6.6	0.00129267
6.7	0.00112553
6.8	0.00096832
6.9	0.000822082
7	0.000687475
7.1	0.000564828
7.2	0.000454191
7.3	0.00035539
7.4	0.000268067
7.5	0.000191722
7.6	0.000125746
7.7	6.94544e-05
7.79999	2.21096e-05
7.89999	-1.70532e-05
7.99999	-4.88083e-05
8.09999	-7.3924e-05
8.2	-9.31493e-05
8.3	-0.000107204
8.4	-0.000116771
8.5	-0.00012249
8.6	-0.000124956
8.7	-0.000124714
8.8	-0.000122259
8.9	-0.000118036
9	-0.000112443
9.1	-0.000105828
9.2	-9.84977e-05
9.3	-9.07135e-05
9.4	-8.26987e-05
9.5	-7.46402e-05
9.6	-6.66916e-05
9.7	-5.8977e-05
9.8	-5.15935e-05
9.9	-4.46148e-05
10	-3.80937e-05
